Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
61809-82547:Thomas Hatch,61809-82547,P,Thomas,Thomas Hatch,Hatch,8.352941176,17,5500,BOS@TOR,TOR,BOS,,,,,,P
61809-156272:Reiss Knehr,61809-156272,P,Reiss,Reiss Knehr,Knehr,14,1,5500,SD@ATL,SD,ATL,,,,,,P
61809-53876:Spencer Patton,61809-53876,P,Spencer,Spencer Patton,Patton,5.3125,16,5500,TEX@DET,TEX,DET,,,,,,P
61809-82548:Alex Lange,61809-82548,P,Alex,Alex Lange,Lange,3.947368421,19,5500,TEX@DET,DET,TEX,,,,,,P
61809-82552:Tony Santillan,61809-82552,P,Tony,Tony Santillan,Santillan,14.57142857,7,5500,NYM@CIN,CIN,NYM,,,,,,P
61809-17026:Heath Hembree,61809-17026,P,Heath,Heath Hembree,Hembree,6.65625,32,5500,NYM@CIN,CIN,NYM,,,,,,P
61809-62087:Miguel Castro,61809-62087,P,Miguel,Miguel Castro,Castro,5.210526316,38,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-17037:Trevor Rosenthal,61809-17037,P,Trevor,Trevor Rosenthal,Rosenthal,7.652173913,23,5500,LAA@OAK,OAK,LAA,IL,Hip,,,,P
61809-82572:Gregory Soto,61809-82572,P,Gregory,Gregory Soto,Soto,5.846153846,39,5500,TEX@DET,DET,TEX,,,,,,P
61809-12943:Shelby Miller,61809-12943,P,Shelby,Shelby Miller,Miller,-4,3,5500,PIT@ARI,PIT,ARI,,,,,,P
61809-113302:Sam Selman,61809-113302,P,Sam,Sam Selman,Selman,5.142857143,7,5500,SF@LAD,SF,LAD,,,,,,P
61809-82584:J.B. Bukauskas,61809-82584,P,J.B.,J.B. Bukauskas,Bukauskas,2.235294118,17,5500,PIT@ARI,ARI,PIT,,,,,,P
61809-82591:Chris Rodriguez,61809-82591,P,Chris,Chris Rodriguez,Rodriguez,8.230769231,13,5500,LAA@OAK,LAA,OAK,,,,,,P
61809-82592:Dennis Santana,61809-82592,P,Dennis,Dennis Santana,Santana,2.714285714,21,5500,TEX@DET,TEX,DET,,,,,,P
61809-17058:Blake Parker,61809-17058,P,Blake,Blake Parker,Parker,4.466666667,15,5500,CLE@HOU,CLE,HOU,,,,,,P
61809-111268:Daniel Camarena,61809-111268,P,Daniel,Daniel Camarena,Camarena,5.666666667,3,5500,SD@ATL,SD,ATL,,,,,,P
61809-17065:Blake Treinen,61809-17065,P,Blake,Blake Treinen,Treinen,5.820512821,39,5500,SF@LAD,LAD,SF,,,,,,P
61809-82603:Mitch White,61809-82603,P,Mitch,Mitch White,White,6.769230769,13,5500,SF@LAD,LAD,SF,,,,,,P
61809-84651:Austin Davis,61809-84651,P,Austin,Austin Davis,Davis,7.166666667,6,5500,PIT@ARI,PIT,ARI,,,,,,P
61809-72377:James Hoyt,61809-72377,P,James,James Hoyt,Hoyt,5.166666667,6,5500,LAA@OAK,LAA,OAK,,,,,,P
61809-80568:Edgar Santana,61809-80568,P,Edgar,Edgar Santana,Santana,4.44,25,5500,SD@ATL,ATL,SD,,,,,,P
61809-80571:Phil Maton,61809-80571,P,Phil,Phil Maton,Maton,6.941176471,34,5500,CLE@HOU,CLE,HOU,,,,,,P
61809-53953:Keone Kela,61809-53953,P,Keone,Keone Kela,Kela,5.416666667,12,5500,SD@ATL,SD,ATL,IL,Elbow,,,,P
61809-17094:Jake Diekman,61809-17094,P,Jake,Jake Diekman,Diekman,5.75,40,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-82631:Taylor Hearn,61809-82631,P,Taylor,Taylor Hearn,Hearn,7.620689655,29,5500,TEX@DET,TEX,DET,,,,,,P
