,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position,Name,Rotowire Name,Full Name,Starter
183,61800-135209:Andre Scrubb,61800-135209,P,Andre,Andre Scrubb,Scrubb,5.27777777777778,18.0,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
184,61800-135214:Ralph Garza Jr.,61800-135214,P,Ralph,Ralph Garza Jr.,Garza Jr.,7.33333333333333,9.0,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
185,61800-102449:Zac Lowther,61800-102449,P,Zac,Zac Lowther,Lowther,5.6,5.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
186,61800-135225:Steven Fuentes,61800-135225,P,Steven,Steven Fuentes,Fuentes,,,5500,SD@WSH,WSH,SD,IL,Shoulder,,,,P,,,,
187,61800-79937:Cesar Valdez,61800-79937,P,Cesar,Cesar Valdez,Valdez,5.0,28.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
188,61800-104512:Geoff Hartlieb,61800-104512,P,Geoff,Geoff Hartlieb,Hartlieb,3.5,4.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
189,61800-135237:Nick Mears,61800-135237,P,Nick,Nick Mears,Mears,6.75,4.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
190,61800-149577:Louis Head,61800-149577,P,Louis,Louis Head,Head,5.0,6.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
191,61800-102477:Jonathan Stiever,61800-102477,P,Jonathan,Jonathan Stiever,Stiever,-9.0,1.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
192,61800-102481:Bryan Garcia,61800-102481,P,Bryan,Bryan Garcia,Garcia,3.375,32.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
193,61800-149587:Jay Flaa,61800-149587,P,Jay,Jay Flaa,Flaa,2.5,2.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
194,61800-135258:Ramon Rosso,61800-135258,P,Ramon,Ramon Rosso,Rosso,4.0,1.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
195,61800-79960:Paul Fry,61800-79960,P,Paul,Paul Fry,Fry,6.02857142857143,35.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
196,61800-6234:Jordan Zimmermann,61800-6234,P,Jordan,Jordan Zimmermann,Zimmermann,1.0,2.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
197,61800-135256:Connor Brogdon,61800-135256,P,Connor,Connor Brogdon,Brogdon,4.72972972972973,37.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
198,61800-135257:Damon Jones,61800-135257,P,Damon,Damon Jones,Jones,,,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
199,61800-82018:Victor Arano,61800-82018,P,Victor,Victor Arano,Arano,,,5500,TB@ATL,ATL,TB,,,,,,P,,,,
200,61800-73828:Dan Altavilla,61800-73828,P,Dan,Dan Altavilla,Altavilla,3.5,2.0,5500,SD@WSH,SD,WSH,IL,Elbow,,,,P,,,,
201,61800-116839:David Bednar,61800-116839,P,David,David Bednar,Bednar,5.325,40.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
202,61800-73836:Juan Minaya,61800-73836,P,Juan,Juan Minaya,Minaya,5.5,4.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
203,61800-135279:Codi Heuer,61800-135279,P,Codi,Codi Heuer,Heuer,4.78947368421053,38.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
204,61800-116847:Cole Sulser,61800-116847,P,Cole,Cole Sulser,Sulser,6.86666666666667,30.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
205,61800-116846:Ronald Bolanos,61800-116846,P,Ronald,Ronald Bolanos,Bolanos,15.3333333333333,3.0,5500,BAL@KC,KC,BAL,IL,Elbow,,,,P,,,,
206,61800-135283:Ty Tice,61800-135283,P,Ty,Ty Tice,Tice,5.5,6.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
207,61800-102515:Aaron Ashby,61800-102515,P,Aaron,Aaron Ashby,Ashby,-10.0,1.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
208,61800-135289:Kodi Whitley,61800-135289,P,Kodi,Kodi Whitley,Whitley,2.83333333333333,12.0,5500,SF@STL,STL,SF,,,,,,P,,,,
209,61800-135294:Sam Clay,61800-135294,P,Sam,Sam Clay,Clay,2.86842105263158,38.0,5500,SD@WSH,WSH,SD,,,,,,P,,,,
210,61800-135292:Edwar Colina,61800-135292,P,Edwar,Edwar Colina,Colina,-8.0,1.0,5500,MIN@DET,MIN,DET,IL,Elbow,,,,P,,,,
211,61800-104583:JD Hammer,61800-104583,P,JD,JD Hammer,Hammer,7.5,2.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
212,61800-6290:Wade Davis,61800-6290,P,Wade,Wade Davis,Davis,3.36363636363636,22.0,5500,BAL@KC,KC,BAL,,,,,,P,,,,
213,61800-53396:Nick Tropeano,61800-53396,P,Nick,Nick Tropeano,Tropeano,6.0,5.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
214,61800-6295:Daniel Hudson,61800-6295,P,Daniel,Daniel Hudson,Hudson,7.72,25.0,5500,SD@WSH,WSH,SD,,,,,,P,,,,
215,61800-102552:Seth Elledge,61800-102552,P,Seth,Seth Elledge,Elledge,4.54545454545455,11.0,5500,SF@STL,STL,SF,,,,,,P,,,,
216,61800-102556:Art Warren,61800-102556,P,Art,Art Warren,Warren,6.05555555555556,18.0,5500,MIL@CIN,CIN,MIL,IL,Oblique,,,,P,,,,
217,61800-102558:Gregory Santos,61800-102558,P,Gregory,Gregory Santos,Santos,0.0,3.0,5500,SF@STL,SF,STL,,Suspension,,,,P,,,,
218,61800-80033:Emilio Pagan,61800-80033,P,Emilio,Emilio Pagan,Pagan,5.75,40.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
219,61800-102560:Camilo Doval,61800-102560,P,Camilo,Camilo Doval,Doval,3.84615384615385,13.0,5500,SF@STL,SF,STL,,,,,,P,,,,
220,61800-80034:Jose Alvarado,61800-80034,P,Jose,Jose Alvarado,Alvarado,5.89189189189189,37.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
221,61800-39081:Chasen Shreve,61800-39081,P,Chasen,Chasen Shreve,Shreve,3.88888888888889,27.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
222,61800-102568:Colin Poche,61800-102568,P,Colin,Colin Poche,Poche,,,5500,TB@ATL,TB,ATL,IL,Elbow,,,,P,,,,
223,61800-12463:Greg Holland,61800-12463,P,Greg,Greg Holland,Holland,4.65789473684211,38.0,5500,BAL@KC,KC,BAL,,,,,,P,,,,
224,61800-102574:Jake Woodford,61800-102574,P,Jake,Jake Woodford,Woodford,6.23529411764706,17.0,5500,SF@STL,STL,SF,,,,,,P,,,,
225,61800-135359:Caleb Baragar,61800-135359,P,Caleb,Caleb Baragar,Baragar,4.81818181818182,22.0,5500,SF@STL,SF,STL,,,,,,P,,,,
226,61800-135362:Roel Ramirez,61800-135362,P,Roel,Roel Ramirez,Ramirez,-8.0,1.0,5500,SF@STL,STL,SF,,,,,,P,,,,
227,61800-135361:Nabil Crismatt,61800-135361,P,Nabil,Nabil Crismatt,Crismatt,8.83333333333333,24.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
228,61800-135365:Angel Rondon,61800-135365,P,Angel,Angel Rondon,Rondon,4.5,2.0,5500,SF@STL,STL,SF,,,,,,P,,,,
229,61800-145609:Peter Solomon,61800-145609,P,Peter,Peter Solomon,Solomon,5.0,3.0,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
230,61800-145626:Alec Bettinger,61800-145626,P,Alec,Alec Bettinger,Bettinger,0.0,4.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
231,61800-145625:Bailey Falter,61800-145625,P,Bailey,Bailey Falter,Falter,11.5,8.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
232,61800-145629:Mason Thompson,61800-145629,P,Mason,Mason Thompson,Thompson,3.0,4.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
233,61800-149731:Anthony Bender,61800-149731,P,Anthony,Anthony Bender,Bender,6.63333333333333,30.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
234,61800-12581:Brandon Kintzler,61800-12581,P,Brandon,Brandon Kintzler,Kintzler,3.33333333333333,24.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
235,61800-53550:Alex Reyes,61800-53550,P,Alex,Alex Reyes,Reyes,7.71794871794872,39.0,5500,SF@STL,STL,SF,,,,,,P,,,,
236,61800-12594:Jake McGee,61800-12594,P,Jake,Jake McGee,McGee,5.71052631578947,38.0,5500,SF@STL,SF,STL,,,,,,P,,,,
237,61800-57717:Buck Farmer,61800-57717,P,Buck,Buck Farmer,Farmer,3.36,25.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
238,61800-80345:Reyes Moronta,61800-80345,P,Reyes,Reyes Moronta,Moronta,3.75,4.0,5500,SF@STL,SF,STL,IL,Elbow,,,,P,,,,
239,61800-80346:Giovanny Gallegos,61800-80346,P,Giovanny,Giovanny Gallegos,Gallegos,7.56410256410256,39.0,5500,SF@STL,STL,SF,,,,,,P,,,,
240,61800-135645:Isaac Mattson,61800-135645,P,Isaac,Isaac Mattson,Mattson,3.0,2.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
241,61800-96760:Kyle McGowin,61800-96760,P,Kyle,Kyle McGowin,McGowin,5.68181818181818,22.0,5500,SD@WSH,WSH,SD,IL,Biceps,,,,P,,,,
242,61800-145919:Paul Campbell,61800-145919,P,Paul,Paul Campbell,Campbell,8.0,5.0,5500,MIA@PHI,MIA,PHI,,Suspension,,,,P,,,,
243,61800-145916:Zach Pop,61800-145916,P,Zach,Zach Pop,Pop,5.03571428571429,28.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
244,61800-145917:Mac Sceroler,61800-145917,P,Mac,Mac Sceroler,Sceroler,4.0,5.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
245,61800-64044:Tyler Duffey,61800-64044,P,Tyler,Tyler Duffey,Duffey,4.51351351351351,37.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
246,61800-119361:Drew Rasmussen,61800-119361,P,Drew,Drew Rasmussen,Rasmussen,7.18181818181818,22.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
247,61800-139851:Justin Topa,61800-139851,P,Justin,Justin Topa,Topa,8.83333333333333,6.0,5500,MIL@CIN,MIL,CIN,IL,Elbow,,,,P,,,,
248,61800-80461:Ryne Harper,61800-80461,P,Ryne,Ryne Harper,Harper,7.27272727272727,11.0,5500,SD@WSH,WSH,SD,,,,,,P,,,,
249,61800-80460:John Brebbia,61800-80460,P,John,John Brebbia,Brebbia,4.88888888888889,9.0,5500,SF@STL,SF,STL,,,,,,P,,,,
250,61800-119375:Dedniel Nunez,61800-119375,P,Dedniel,Dedniel Nunez,Nunez,,,5500,SF@STL,SF,STL,IL,Elbow,,,,P,,,,
251,61800-16986:Alex Colome,61800-16986,P,Alex,Alex Colome,Colome,4.38235294117647,34.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
252,61800-21096:Erasmo Ramirez,61800-21096,P,Erasmo,Erasmo Ramirez,Ramirez,3.4,5.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
253,61800-17002:Evan Marshall,61800-17002,P,Evan,Evan Marshall,Marshall,3.89285714285714,28.0,5500,HOU@CWS,CWS,HOU,IL,Elbow,,,,P,,,,
254,61800-82539:Jalen Beeks,61800-82539,P,Jalen,Jalen Beeks,Beeks,10.0833333333333,12.0,5500,TB@ATL,TB,ATL,IL,Elbow,,,,P,,,,
255,61800-156272:Reiss Knehr,61800-156272,P,Reiss,Reiss Knehr,Knehr,14.0,1.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
256,61800-82548:Alex Lange,61800-82548,P,Alex,Alex Lange,Lange,3.83333333333333,18.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
257,61800-82552:Tony Santillan,61800-82552,P,Tony,Tony Santillan,Santillan,17.5,6.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
258,61800-17026:Heath Hembree,61800-17026,P,Heath,Heath Hembree,Hembree,6.65625,32.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
259,61800-62087:Miguel Castro,61800-62087,P,Miguel,Miguel Castro,Castro,5.27027027027027,37.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
260,61800-82572:Gregory Soto,61800-82572,P,Gregory,Gregory Soto,Soto,5.84615384615385,39.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
261,61800-12943:Shelby Miller,61800-12943,P,Shelby,Shelby Miller,Miller,-4.0,3.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
262,61800-113302:Sam Selman,61800-113302,P,Sam,Sam Selman,Selman,5.14285714285714,7.0,5500,SF@STL,SF,STL,,,,,,P,,,,
263,61800-82587:Richard Lovelady,61800-82587,P,Richard,Richard Lovelady,Lovelady,5.66666666666667,6.0,5500,BAL@KC,KC,BAL,,,,,,P,,,,
264,61800-111268:Daniel Camarena,61800-111268,P,Daniel,Daniel Camarena,Camarena,5.66666666666667,3.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
265,61800-84651:Austin Davis,61800-84651,P,Austin,Austin Davis,Davis,7.8,5.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
266,61800-80568:Edgar Santana,61800-80568,P,Edgar,Edgar Santana,Santana,4.44,25.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
267,61800-53953:Keone Kela,61800-53953,P,Keone,Keone Kela,Kela,5.41666666666667,12.0,5500,SD@WSH,SD,WSH,IL,Elbow,,,,P,,,,
268,61800-82627:JoJo Romero,61800-82627,P,JoJo,JoJo Romero,Romero,2.72727272727273,11.0,5500,MIA@PHI,PHI,MIA,IL,Elbow,,,,P,,,,
269,61800-82633:Michel Baez,61800-82633,P,Michel,Michel Baez,Baez,7.66666666666667,3.0,5500,SD@WSH,SD,WSH,IL,Elbow,,,,P,,,,
270,61800-17100:Jeurys Familia,61800-17100,P,Jeurys,Jeurys Familia,Familia,5.62068965517241,29.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
271,61800-82639:Ryan Helsley,61800-82639,P,Ryan,Ryan Helsley,Helsley,4.325,40.0,5500,SF@STL,STL,SF,,,,,,P,,,,
272,61800-82638:Jordan Hicks,61800-82638,P,Jordan,Jordan Hicks,Hicks,4.2,10.0,5500,SF@STL,STL,SF,IL,Elbow,,,,P,,,,
273,61800-17109:Oliver Drake,61800-17109,P,Oliver,Oliver Drake,Drake,3.0,11.0,5500,TB@ATL,TB,ATL,IL,Elbow,,,,P,,,,
274,61800-13025:Pedro Baez,61800-13025,P,Pedro,Pedro Baez,Baez,4.0,18.0,5500,HOU@CWS,HOU,CWS,IL,Shoulder,,,,P,,,,
275,61800-53990:Shawn Armstrong,61800-53990,P,Shawn,Shawn Armstrong,Armstrong,3.45,20.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
276,61800-84727:Drew Smith,61800-84727,P,Drew,Drew Smith,Smith,7.3,20.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
277,61800-13078:Brad Brach,61800-13078,P,Brad,Brad Brach,Brach,4.8,25.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
278,61800-138016:Brandon Waddell,61800-138016,P,Brandon,Brandon Waddell,Waddell,3.11111111111111,9.0,5500,SF@STL,STL,SF,IL,Illness,,,,P,,,,
279,61800-135977:Garrett Crochet,61800-135977,P,Garrett,Garrett Crochet,Crochet,6.25,28.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
280,61800-68465:Yoan Lopez,61800-68465,P,Yoan,Yoan Lopez,Lopez,3.76923076923077,13.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
281,61800-68466:Steven Okert,61800-68466,P,Steven,Steven Okert,Okert,6.6,5.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
282,61800-15225:Liam Hendriks,61800-15225,P,Liam,Liam Hendriks,Hendriks,7.375,40.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
283,61800-68474:Josh Hader,61800-68474,P,Josh,Josh Hader,Hader,8.0,38.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
284,61800-68476:Taylor Rogers,61800-68476,P,Taylor,Taylor Rogers,Rogers,6.75675675675676,37.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
285,61800-13183:Dellin Betances,61800-13183,P,Dellin,Dellin Betances,Betances,3.0,1.0,5500,NYM@PIT,NYM,PIT,IL,Shoulder,,,,P,,,,
286,61800-68491:Reynaldo Lopez,61800-68491,P,Reynaldo,Reynaldo Lopez,Lopez,9.0,1.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
287,61800-68493:David Hess,61800-68493,P,David,David Hess,Hess,6.0,4.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
288,61800-23437:Brooks Raley,61800-23437,P,Brooks,Brooks Raley,Raley,4.52777777777778,36.0,5500,HOU@CWS,HOU,CWS,IL,Undisclosed,,,,P,,,,
289,61800-68507:Duane Underwood Jr.,61800-68507,P,Duane,Duane Underwood Jr.,Underwood Jr.,7.6551724137931,29.0,5500,NYM@PIT,PIT,NYM,IL,Side,,,,P,,,,
290,61800-68510:Amir Garrett,61800-68510,P,Amir,Amir Garrett,Garrett,3.43589743589744,39.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
291,61800-80801:Hoby Milner,61800-80801,P,Hoby,Hoby Milner,Milner,5.63636363636364,11.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
292,61800-80804:Tyler Webb,61800-80804,P,Tyler,Tyler Webb,Webb,0.863636363636364,22.0,5500,SF@STL,STL,SF,,,,,,P,,,,
293,61800-52143:Hunter Harvey,61800-52143,P,Hunter,Hunter Harvey,Harvey,3.55555555555556,9.0,5500,BAL@KC,BAL,KC,IL,Lat,,,,P,,,,
294,61800-68530:Jarlin Garcia,61800-68530,P,Jarlin,Jarlin Garcia,Garcia,6.59259259259259,27.0,5500,SF@STL,SF,STL,,,,,,P,,,,
295,61800-70578:Cody Reed,61800-70578,P,Cody,Cody Reed,Reed,3.16666666666667,12.0,5500,TB@ATL,TB,ATL,IL,Shoulder,,,,P,,,,
296,61800-52148:Pierce Johnson,61800-52148,P,Pierce,Pierce Johnson,Johnson,5.52941176470588,34.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
297,61800-70585:Richard Bleier,61800-70585,P,Richard,Richard Bleier,Bleier,4.41025641025641,39.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
298,61800-68541:Taylor Williams,61800-68541,P,Taylor,Taylor Williams,Williams,6.2,5.0,5500,SD@WSH,SD,WSH,IL,Knee,,,,P,,,,
299,61800-68545:Stephen Tarpley,61800-68545,P,Stephen,Stephen Tarpley,Tarpley,-6.0,1.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
300,61800-80832:Trevor Hildenberger,61800-80832,P,Trevor,Trevor Hildenberger,Hildenberger,3.5,2.0,5500,SF@STL,SF,STL,,,,,,P,,,,
301,61800-68548:Edwin Diaz,61800-68548,P,Edwin,Edwin Diaz,Diaz,6.28947368421053,38.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
302,61800-68552:Sam Coonrod,61800-68552,P,Sam,Sam Coonrod,Coonrod,5.22222222222222,27.0,5500,MIA@PHI,PHI,MIA,IL,Forearm,,,,P,,,,
303,61800-68555:Brent Honeywell Jr.,61800-68555,P,Brent,Brent Honeywell Jr.,Honeywell Jr.,4.33333333333333,3.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
304,61800-5069:Craig Stammen,61800-5069,P,Craig,Craig Stammen,Stammen,6.95121951219512,41.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
305,61800-68556:Dillon Tate,61800-68556,P,Dillon,Dillon Tate,Tate,5.1,30.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
306,61800-52177:Jesse Biddle,61800-52177,P,Jesse,Jesse Biddle,Biddle,4.375,8.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
307,61800-156631:Charlie Barnes,61800-156631,P,Charlie,Charlie Barnes,Barnes,14.0,1.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
308,61800-13271:Will Smith,61800-13271,P,Will,Will Smith,Smith,5.75609756097561,41.0,5500,TB@ATL,ATL,TB,,,,,,P,Will Smith,Will Smith,Will Smith,1.0
309,61800-52184:Matt Wisler,61800-52184,P,Matt,Matt Wisler,Wisler,6.05882352941176,34.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
310,61800-80856:Luke Farrell,61800-80856,P,Luke,Luke Farrell,Farrell,7.23076923076923,13.0,5500,MIN@DET,MIN,DET,IL,Oblique,,,,P,,,,
311,61800-52191:Kyle Crick,61800-52191,P,Kyle,Kyle Crick,Crick,3.92592592592593,27.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
312,61800-52192:Luke Jackson,61800-52192,P,Luke,Luke Jackson,Jackson,4.87179487179487,39.0,5500,TB@ATL,ATL,TB,,,,,,P,,,,
313,61800-70624:Chris Stratton,61800-70624,P,Chris,Chris Stratton,Stratton,6.32432432432432,37.0,5500,NYM@PIT,PIT,NYM,,,,,,P,,,,
314,61800-82924:Tim Hill,61800-82924,P,Tim,Tim Hill,Hill,5.02272727272727,44.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
315,61800-68590:Javy Guerra,61800-68590,P,Javy,Javy Guerra,Guerra,2.64285714285714,14.0,5500,SD@WSH,SD,WSH,IL,Elbow,,,,P,,,,
316,61800-68592:Francis Martes,61800-68592,P,Francis,Francis Martes,Martes,,,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
317,61800-82974:Tanner Rainey,61800-82974,P,Tanner,Tanner Rainey,Rainey,3.86666666666667,30.0,5500,SD@WSH,WSH,SD,IL,Lower leg,,,,P,,,,
318,61800-82976:Corey Oswalt,61800-82976,P,Corey,Corey Oswalt,Oswalt,18.3333333333333,3.0,5500,NYM@PIT,NYM,PIT,IL,Knee,,,,P,,,,
319,61800-82999:Scott Barlow,61800-82999,P,Scott,Scott Barlow,Barlow,6.69047619047619,42.0,5500,BAL@KC,KC,BAL,,,,,,P,,,,
320,61800-11325:Sean Doolittle,61800-11325,P,Sean,Sean Doolittle,Doolittle,4.5,36.0,5500,MIL@CIN,CIN,MIL,,,,,,P,,,,
321,61800-154688:Jake Cousins,61800-154688,P,Jake,Jake Cousins,Cousins,9.4,10.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
322,61800-11335:Jay Jackson,61800-11335,P,Jay,Jay Jackson,Jackson,16.0,1.0,5500,SF@STL,SF,STL,,,,,,P,,,,
323,61800-23626:Will Harris,61800-23626,P,Will,Will Harris,Harris,3.375,8.0,5500,SD@WSH,WSH,SD,IL,Arm,,,,P,,,,
324,61800-115788:Brady Lail,61800-115788,P,Brady,Brady Lail,Lail,0.0,2.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
325,61800-154712:Mickey Jannis,61800-154712,P,Mickey,Mickey Jannis,Jannis,-8.0,1.0,5500,BAL@KC,BAL,KC,,,,,,P,,,,
326,61800-154713:Miguel Sanchez,61800-154713,P,Miguel,Miguel Sanchez,Sanchez,5.77777777777778,9.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
327,61800-13404:Anthony Bass,61800-13404,P,Anthony,Anthony Bass,Bass,4.0,41.0,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
328,61800-5214:Anthony Swarzak,61800-5214,P,Anthony,Anthony Swarzak,Swarzak,1.92307692307692,13.0,5500,BAL@KC,KC,BAL,,,,,,P,,,,
329,61800-5230:Joe Smith,61800-5230,P,Joe,Joe Smith,Smith,2.8,25.0,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
330,61800-85104:Alex McRae,61800-85104,P,Alex,Alex McRae,McRae,3.0,2.0,5500,HOU@CWS,CWS,HOU,,,,,,P,,,,
331,61800-85107:James Norwood,61800-85107,P,James,James Norwood,Norwood,5.25,4.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
332,61800-40052:Ian Krol,61800-40052,P,Ian,Ian Krol,Krol,0.5,2.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
333,61800-85108:Enyel De Los Santos,61800-85108,P,Enyel,Enyel De Los Santos,De Los Santos,6.2,10.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
334,61800-38007:Jose Alvarez,61800-38007,P,Jose,Jose Alvarez,Alvarez,4.25,32.0,5500,SF@STL,SF,STL,,,,,,P,,,,
335,61800-54403:Trevor Gott,61800-54403,P,Trevor,Trevor Gott,Gott,1.73333333333333,15.0,5500,SF@STL,SF,STL,,,,,,P,,,,
336,61800-21653:Hector Neris,61800-21653,P,Hector,Hector Neris,Neris,4.94871794871795,39.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
337,61800-81044:Austin Adams,61800-81044,P,Austin,Austin Adams,Adams,5.975,40.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
338,61800-38041:Ryan Pressly,61800-38041,P,Ryan,Ryan Pressly,Pressly,7.41666666666667,36.0,5500,HOU@CWS,HOU,CWS,,,,,,P,,,,
339,61800-81052:Andrew Kittredge,61800-81052,P,Andrew,Andrew Kittredge,Kittredge,8.53125,32.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
340,61800-152733:Griffin Jax,61800-152733,P,Griffin,Griffin Jax,Jax,10.0,5.0,5500,MIN@DET,MIN,DET,,,,,,P,,,,
341,61800-83116:Wander Suero,61800-83116,P,Wander,Wander Suero,Suero,3.59375,32.0,5500,SD@WSH,WSH,SD,,,,,,P,,,,
342,61800-21682:Aaron Loup,61800-21682,P,Aaron,Aaron Loup,Loup,5.9375,32.0,5500,NYM@PIT,NYM,PIT,,,,,,P,,,,
343,61800-83145:Jose Castillo,61800-83145,P,Jose,Jose Castillo,Castillo,,,5500,SD@WSH,SD,WSH,IL,Elbow,,,,P,,,,
344,61800-38091:Kyle Lobstein,61800-38091,P,Kyle,Kyle Lobstein,Lobstein,-0.666666666666667,3.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
345,61800-38096:David Hale,61800-38096,P,David,David Hale,Hale,5.05882352941176,17.0,5500,MIA@PHI,PHI,MIA,,,,,,P,,,,
346,61800-38097:Aaron Northcraft,61800-38097,P,Aaron,Aaron Northcraft,Northcraft,7.8,5.0,5500,SD@WSH,SD,WSH,,,,,,P,,,,
347,61800-83154:Miguel del Pozo,61800-83154,P,Miguel,Miguel del Pozo,del Pozo,-1.0,1.0,5500,MIN@DET,DET,MIN,,,,,,P,,,,
348,61800-83159:Diego Castillo,61800-83159,P,Diego,Diego Castillo,Castillo,6.21212121212121,33.0,5500,TB@ATL,TB,ATL,,,,,,P,,,,
349,61800-83158:Seranthony Dominguez,61800-83158,P,Seranthony,Seranthony Dominguez,Dominguez,,,5500,MIA@PHI,PHI,MIA,IL,Elbow,,,,P,,,,
350,61800-83166:Zack Littell,61800-83166,P,Zack,Zack Littell,Littell,3.58823529411765,34.0,5500,SF@STL,SF,STL,,,,,,P,,,,
351,61800-72929:Jandel Gustave,61800-72929,P,Jandel,Jandel Gustave,Gustave,10.5,2.0,5500,MIL@CIN,MIL,CIN,,,,,,P,,,,
352,61800-38114:Preston Guilmet,61800-38114,P,Preston,Preston Guilmet,Guilmet,,,5500,MIA@PHI,MIA,PHI,,,,,,P,,,,
