Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
64292-39280:Derrick Henry,64292-39280,RB,Derrick,Derrick Henry,Henry,26.95000076,2,9700,IND@TEN,TEN,IND,,,,,,RB/FLEX
64292-54140:Dalvin Cook,64292-54140,RB,Dalvin,Dalvin Cook,Cook,16.60000038,2,9500,SEA@MIN,MIN,SEA,,,,,,RB/FLEX
64292-63484:Kyler Murray,64292-63484,QB,Kyler,Kyler Murray,Murray,34.83000183,2,9000,ARI@JAC,ARI,JAC,,,,,,QB
64292-57439:Patrick Mahomes,64292-57439,QB,Patrick,Patrick Mahomes,Mahomes,29.14999962,2,8700,LAC@KC,KC,LAC,,,,,,QB
64292-53681:Tyreek Hill,64292-53681,WR,Tyreek,Tyreek Hill,Hill,18,2,8700,LAC@KC,KC,LAC,,,,,,WR/FLEX
64292-16606:DeAndre Hopkins,64292-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,18.35000038,2,8500,ARI@JAC,ARI,JAC,,,,,,WR/FLEX
64292-33076:Travis Kelce,64292-33076,TE,Travis,Travis Kelce,Kelce,21.5,2,8500,LAC@KC,KC,LAC,,,,,,TE/FLEX
64292-22015:Russell Wilson,64292-22015,QB,Russell,Russell Wilson,Wilson,25.19000053,2,8400,SEA@MIN,SEA,MIN,,,,,,QB
64292-63115:Lamar Jackson,64292-63115,QB,Lamar,Lamar Jackson,Jackson,26.12999916,2,8400,BAL@DET,BAL,DET,,,,,,QB
64292-64555:Calvin Ridley,64292-64555,WR,Calvin,Calvin Ridley,Ridley,11.69999981,2,8100,ATL@NYG,ATL,NYG,,,,,,WR/FLEX
64292-27050:Tyler Lockett,64292-27050,WR,Tyler,Tyler Lockett,Lockett,25.89999962,2,8000,SEA@MIN,SEA,MIN,,,,,,WR/FLEX
64292-62239:Josh Allen,64292-62239,QB,Josh,Josh Allen,Allen,17.43000031,2,8000,WAS@BUF,BUF,WAS,,,,,,QB
64292-42104:Alvin Kamara,64292-42104,RB,Alvin,Alvin Kamara,Kamara,10.80000019,2,8000,NO@NE,NO,NE,,,,,,RB/FLEX
64292-79970:Cooper Kupp,64292-79970,WR,Cooper,Cooper Kupp,Kupp,26.29999924,2,7900,TB@LAR,LAR,TB,,,,,,WR/FLEX
64292-53562:Nick Chubb,64292-53562,RB,Nick,Nick Chubb,Chubb,18.70000076,2,7800,CHI@CLE,CLE,CHI,,,,,,RB/FLEX
64292-6498:Tom Brady,64292-6498,QB,Tom,Tom Brady,Brady,29.39999962,2,7800,TB@LAR,TB,LAR,,,,,,QB
64292-25079:Stefon Diggs,64292-25079,WR,Stefon,Stefon Diggs,Diggs,12.69999981,2,7700,WAS@BUF,BUF,WAS,,,,,,WR/FLEX
64292-64119:Chris Carson,64292-64119,RB,Chris,Chris Carson,Carson,13.14999962,2,7700,SEA@MIN,SEA,MIN,,,,,,RB/FLEX
64292-22038:Kirk Cousins,64292-22038,QB,Kirk,Kirk Cousins,Cousins,23.64999962,2,7700,SEA@MIN,MIN,SEA,,,,,,QB
64292-6654:Matthew Stafford,64292-6654,QB,Matthew,Matthew Stafford,Stafford,21.28000069,2,7600,TB@LAR,LAR,TB,,,,,,QB
64292-39716:Adam Thielen,64292-39716,WR,Adam,Adam Thielen,Thielen,19.29999924,2,7600,SEA@MIN,MIN,SEA,,,,,,WR/FLEX
64292-90575:Najee Harris,64292-90575,RB,Najee,Najee Harris,Harris,11,2,7500,CIN@PIT,PIT,CIN,,,,,,RB/FLEX
64292-69189:Justin Herbert,64292-69189,QB,Justin,Justin Herbert,Herbert,15.55000019,2,7500,LAC@KC,LAC,KC,,,,,,QB
64292-63519:Daniel Jones,64292-63519,QB,Daniel,Daniel Jones,Jones,25.42000008,2,7400,ATL@NYG,NYG,ATL,,,,,,QB
64292-25011:Darren Waller,64292-25011,TE,Darren,Darren Waller,Waller,15.25,2,7400,MIA@LV,LV,MIA,,,,,,TE/FLEX
64292-91598:D'Andre Swift,64292-91598,RB,D'Andre,D'Andre Swift,Swift,20.39999962,1,7400,BAL@DET,DET,BAL,,,,,,RB/FLEX
64292-85671:Justin Jefferson,64292-85671,WR,Justin,Justin Jefferson,Jefferson,12.77000046,2,7400,SEA@MIN,MIN,SEA,,,,,,WR/FLEX
